keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster
смарт мос ру аис оссиг,69,69,69,2,gsvm.ru;stroj-musor.moscow,1,not_planned,,,8,/stati/ossig,НЧ,общий,,False
услуги промышленных альпинистов,455,69,69,5,alpbond.org;fasadrf.ru;formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,18,/,НЧ,коммерческий,,False
покраска домов,36178,69,69,2,fasadrf.ru;promalper.ru,0,not_planned,,,25,/pokraska-dachi.html,НЧ,общий,,False
тбо вывоз мусора,1113,68,12,3,mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,4,/service,НЧ,коммерческий,vyvoz-musora,False
что означает в квитанции обращение с тко,290,68,30,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,17,/stati/tko-v-kvitancii,НЧ,общий,vyvoz-musora,False
класс опасности 4 это,1545,68,8,2,musor.moscow;stroj-musor.moscow,1,not_planned,,,5,/blog/klassy-opasnosti-othodov,НЧ,общий,,False
1 класс опасности отходов,15764,68,67,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,14,/blog/klassy-opasnosti-othodov,НЧ,общий,vyvoz-musora,False
уборка кухни,7110,68,68,2,cleaning-moscow.ru;moscleaning24.ru,2,not_planned,,,1,/vse-uslugi/uborka-kukhni,НЧ,общий,,False
измельчение веток,2480,68,68,2,arboristik.ru;udalenie-dereviev.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:11,18,/izmelchenie-vetok,НЧ,общий,,False
сколько стоит расколоть куб дров,512,68,58,2,drovosek-mo.ru;udalenie-dereviev.moscow,0,not_planned,,,12,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
сколько стоит куб дров расколоть,512,68,8,2,drovosek-mo.ru;udalenie-dereviev.moscow,0,not_planned,,,22,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
демонтаж здания,9985,68,68,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,12,/price,НЧ,общий,demontazh-b2c,False
мусор перевести м3 в тонны,1347,67,1,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:53,12,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
строительный мусор это какие отходы,92,67,67,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:207,15,/stati/stroitelnyj-musor-klass-opasnosti,НЧ,информационный,vyvoz-musora,False
мусор перевести тонны в м3,1347,67,0,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:53,32,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
перевести тонны в м3 мусор,1254,67,1,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:173,22,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
мусорный бункер 8 м3,147,67,54,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,24,/arenda-kontejnera-8-m3,НЧ,общий,vyvoz-musora,False
заказать уборку квартиры,591,67,67,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,28,/,НЧ,коммерческий,,False
клининг квартиры заказать,613,67,5,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,23,/,НЧ,коммерческий,,False
как разрушить пень,197,67,67,2,liwood.ru;udalenie-dereviev.moscow,0,not_planned,,,12,/info/articles/udalenie-pney-s-pomoshchyu-selitry,НЧ,информационный,arboristika,False
обрезка хвойных,1475,67,67,3,drovosek-mo.ru;liwood.ru;udalenie-dereviev.moscow,0,not_planned,,,18,/services/obrezka-derevev/obrezka-hvojnyh-derevev,НЧ,коммерческий,,False
как избавиться от пня на участке,754,67,67,2,liwood.ru;udalenie-dereviev.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:10,24,/info/articles/udalenie-pney-s-pomoshchyu-selitry,НЧ,информационный,,False
дом на разбор купить,702,67,15,2,demonti.ru;snos24.ru,0,not_planned,,,19,/razobrat-dom,НЧ,коммерческий,,False
демонтаж дома цена,992,67,67,2,demonti.ru;snos24.ru,1,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:14,10,/razobrat-dom,НЧ,коммерческий,demontazh-b2c,False
как перерабатывают мусор,1002,66,66,2,musor.moscow;stroj-musor.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:87,21,/stati/pererabotka-othodov,НЧ,информационный,vyvoz-musora,False
вывоз и уборка снега,1954,66,13,2,gsvm.ru;musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,6,/snow,НЧ,коммерческий,vyvoz-musora;uborka-snega,True
фз89 об отходах производства и потребления,74,66,66,2,gsvm.ru;musor.moscow,0,not_planned,,,34,/documentation/fz89,НЧ,общий,vyvoz-musora,False
штраф за выброс строительного мусора в контейнер возле дома,83,66,66,2,musor.moscow;stroj-musor.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:4,17,/stati/shtraf-za-stroitelnyj-musor,НЧ,общий,vyvoz-musora,False
можно ли сжигать мусор на участке,2608,66,53,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:149,28,/stati/szhiganie-musora,НЧ,общий,vyvoz-musora,False
перевод мусора из т в м3,129,66,1,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:53,13,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
как уничтожить пень от спиленного дерева без выкорчевки быстро и легко,89,66,66,2,liwood.ru;udalenie-dereviev.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:5,20,/poleznye-stati/kak-ubrat-pen-bez-korchevaniya-3-vernyh-sposoba,НЧ,коммерческий,arboristika,False
короеды как выглядят,1814,66,12,2,arbogarden.ru;liwood.ru,0,not_planned,,,23,/info/articles/sposoby-zashchity-ot-koroeda,НЧ,информационный,,False
выравнивание участка цена за сотку московская область,80,66,66,2,arboristik.ru;liwood.ru,0,planned,коммерческий+локальный,localFALLBACK-WITHFREQ-20260425T151607Z:37,11,/vyravnivanie-uchastka,НЧ,коммерческий+локальный,,False
код фкко строительный мусор,371,65,38,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:17,14,/stati/fkko-stroitelnye-othody,НЧ,общий,vyvoz-musora,False
мусор строительный какой класс груза в смете,97,65,11,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:17,12,/stati/stroitelnyj-musor-v-smete,НЧ,коммерческий,vyvoz-musora,False
мусор тбо,3632,65,29,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:59,15,/stati/tbo,НЧ,общий,vyvoz-musora,False
пухто контейнер,399,65,16,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,15,/puhto-dlja-vyvoza-musora,НЧ,общий,vyvoz-musora,False
выкорчевывание деревьев,1059,65,65,5,arbogarden.ru;arboristik.ru;forest-service.ru;rusarbo.ru;spilservis.ru,0,not_planned,,,11,/services/udalenie-dereviev/vykorchevyvanie-derevev,НЧ,общий,arboristika,False
спиленные деревья,20866,65,64,6,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;udalenie-dereviev.moscow,2,not_planned,,,6,/,НЧ,коммерческий,arboristika,False
покрасить дом снаружи цена,498,65,65,2,fasadrf.ru;promalper.ru,0,not_planned,,,17,/fasadnye-raboty/pokraska/derevo,НЧ,коммерческий,,False
вес 1 м2 рубероида при демонтаже,86,64,4,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:9,36,/blog/ves-stroitelnogo-musora,НЧ,общий,demontazh-b2c,False
рег оператор вывоза мусора,409,64,64,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,25,/blog/regionalnyj-operator-po-musoru,НЧ,коммерческий,vyvoz-musora,False
вывоз мусора из квартиры с грузчиками,1273,64,63,2,musor.moscow;stroj-musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:2,7,/vyvoz-musora-s-gruzchikami,НЧ,коммерческий,vyvoz-musora,False
контейнер вывоз мусора 8 кубов,676,64,17,2,gsvm.ru;musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:4,9,/containers/8-m3-do-5-tonn,НЧ,коммерческий,vyvoz-musora,False
клининг окон в москве,274,64,64,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,8,/mojka-okon-i-lodzhij,НЧ,локальный,,False
контейнер 8 кубов вывоз мусора,676,64,16,2,mmusor.ru;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:4,18,/arenda-kontejnera-8-m3,НЧ,коммерческий,vyvoz-musora,False
порубочный билет москва,640,64,64,3,arborist.su;liwood.ru;virubka-dereva.ru,1,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:7,7,/services/poluchenie-porubochnogo-bileta,НЧ,локальный,,False
порубочный билет кто выдает,291,64,14,3,arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,8,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,общий,,False
спилить дерево как правильно,800,64,0,2,udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,30,/poleznye-stati/kak-spilit-derevo-na-uchastke,НЧ,коммерческий,arboristika,False
обрезка сосен,2840,64,64,2,drovosek-mo.ru;udalenie-dereviev.moscow,1,not_planned,,,10,/poleznye-stati/obrezka-sosny,НЧ,коммерческий,,False
полигон отходов,18021,63,63,2,musor.moscow;stroj-musor.moscow,1,not_planned,,,7,/blog/poligon-tbo,НЧ,общий,vyvoz-musora,False
производственные отходы,8503,63,63,2,musor.moscow;stroj-musor.moscow,1,not_planned,,,6,/blog/othody-proizvodstva,НЧ,общий,vyvoz-musora,False
снегосплавный пункт,820,63,63,2,gsvm.ru;musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,3,/blog/snegoplavilnyj-punkt,НЧ,общий,uborka-snega,False
плотность строительного мусора,444,63,59,2,musor.moscow;stroj-musor.moscow,2,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:179,1,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False
как не платить за мусор в частном доме в деревне если там никто не живет,66,63,63,2,musor.moscow;stroj-musor.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:3,37,/stati/platit-li-za-vyvoz-musora,НЧ,информационный,vyvoz-musora;arboristika,True
клининг в москве уборка квартир цены,128,63,59,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,10,/price,НЧ,коммерческий+локальный,,False
клининг 24 отзывы,180,63,59,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,17,/otzyvy,НЧ,информационный,,False
чистка диванов на дому,2229,63,63,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,19,/himchistka/myagkoj-mebeli,НЧ,общий,,False
как избавиться от пней,2340,63,63,2,liwood.ru;udalenie-dereviev.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:10,23,/info/articles/udalenie-pney-s-pomoshchyu-selitry,НЧ,информационный,,False
мытье фасадов,4606,63,63,4,alpbond.org;fasadrf.ru;formula-v.ru;moscleaning24.ru,0,not_planned,,,17,/fasadnye-raboty/moika-i-chistka,НЧ,общий,,False
что означает в квитанции тко,550,62,2,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,18,/stati/tko-v-kvitancii,НЧ,общий,vyvoz-musora,False
на сколько классов опасности подразделяются отходы в зависимости от степени негативного воздействия на окружающую среду,73,62,62,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,14,/blog/klassy-opasnosti-othodov,НЧ,информационный,vyvoz-musora,False
заявка на вывоз мусора,1182,62,62,3,gsvm.ru;musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:2,13,/,НЧ,коммерческий,vyvoz-musora,False
рецикл это,200,62,62,2,musor.moscow;stroj-musor.moscow,2,not_planned,,,6,/stati/recikling,НЧ,общий,,False
куда вывозят строительный мусор,3824,62,62,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:68,17,/stati/kuda-vyvezti-stroitelnyj-musor,НЧ,коммерческий,vyvoz-musora,False
норматив образования отходов это,166,62,62,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,21,/stati/obrazovanie-othodov,НЧ,общий,vyvoz-musora,False
что значит в квитанции обращение с тко за квартиру,64,62,13,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,19,/stati/tko-v-kvitancii,НЧ,информационный,vyvoz-musora,False
полигоны тбо в москве и московской области,99,62,62,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,19,/blog/poligon-tbo,НЧ,локальный,vyvoz-musora,False
что такое вызов тко,84,62,58,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,21,/stati/tko,НЧ,информационный,vyvoz-musora,False
чистка матрасов на дому,691,62,62,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,6,/himchistka/matrasy,НЧ,общий,,False
заказать клининг квартиры,594,62,57,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,5,/,НЧ,коммерческий,,False
срубленное дерево,18308,62,61,2,arbogarden.ru;liwood.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:3,29,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,общий,arboristika,False
переработка веток,1791,62,62,4,arboristik.ru;drovosek-mo.ru;liwood.ru;virubka-dereva.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:11,11,/raschistka-uchastka-ot-porosli-i-derevev/izmelchenie-vetok-i-derevev,НЧ,общий,,False
как уничтожить пень от спиленного дерева без выкорчевки,359,62,62,2,liwood.ru;udalenie-dereviev.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:5,19,/info/articles/udalenie-pney-s-pomoshchyu-selitry,НЧ,коммерческий,arboristika,False
выкорчёвывание пней,742,62,62,3,arboristik.ru;drovosek-mo.ru;udalenie-dereviev.moscow,0,not_planned,,,14,/korchevanie-pney,НЧ,общий,,False
прокат измельчителя веток,789,62,62,7,arbogarden.ru;arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,7,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False
можно ли выбрасывать строительный мусор в контейнер у дома по закону,66,61,61,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:4,31,/stati/kuda-vyvezti-stroitelnyj-musor,НЧ,общий,vyvoz-musora,False
отличие тбо от тко,98,61,29,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,27,/blog/chto-takoe-tko,НЧ,общий,vyvoz-musora,False
бункер для мусора заказать,299,61,24,2,mmusor.ru;musor.moscow,1,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:77,8,/,НЧ,коммерческий,vyvoz-musora,False
вывоз мусора с квартиры,2102,61,61,3,gsvm.ru;mmusor.ru;musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:2,8,/,НЧ,коммерческий,vyvoz-musora,False
отличие тко от тбо,98,61,24,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,21,/blog/chto-takoe-tko,НЧ,общий,vyvoz-musora,False
клининговой,102106,61,61,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,4,/,НЧ,общий,,False
чистка матраса на дому,691,61,61,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,8,/himchistka/matrasy,НЧ,общий,,False
бункер заказать для мусора,299,61,4,2,mmusor.ru;stroj-musor.moscow,1,not_planned,,,9,/service/vyvoz-musora-bunkerom,НЧ,коммерческий,vyvoz-musora,False
от короеда средство,475,61,1,2,arbogarden.ru;liwood.ru,0,not_planned,,,11,/info/articles/sposoby-zashchity-ot-koroeda,НЧ,общий,,False
вывести мусор,3137,61,59,2,gsvm.ru;mmusor.ru,0,not_planned,,,12,/service,НЧ,общий,vyvoz-musora,False
кто должен вывозить крупногабаритный мусор из многоквартирных домов,74,60,50,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:25,12,/blog/krupnogabaritnyj-musor,НЧ,коммерческий,vyvoz-musora,False
вывезти мусор из квартиры с грузчиками,113,60,60,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:79,28,/vyvoz-musora-s-gruzchikami,НЧ,коммерческий,vyvoz-musora,False
крупногабаритный мусор кто должен вывозить из многоквартирных домов,74,60,9,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:25,13,/blog/krupnogabaritnyj-musor,НЧ,коммерческий,vyvoz-musora,False
обращение с тко что это такое в квитанции за электроэнергию,102,60,58,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,17,/stati/tko-v-kvitancii,НЧ,общий,vyvoz-musora,False
снегоплавильные станции,3911,60,60,2,gsvm.ru;musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,2,/blog/snegoplavilnyj-punkt,НЧ,общий,uborka-snega,False
вывоз мусора москва контейнер 8 м3,176,60,3,3,gsvm.ru;musor.moscow;stroj-musor.moscow,0,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:4,11,/arenda-kontejnera-8-m3,НЧ,коммерческий+локальный,vyvoz-musora,False
вывоз мусора контейнер 8 м3 москва,176,60,57,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,2,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:4,5,/,НЧ,коммерческий+локальный,vyvoz-musora,False
клининг магазинов,1507,60,60,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,7,/uborka-pomeshhenij/magazinov,НЧ,общий,,False
машина для вывоза мусора,1397,60,60,4,cleaning-moscow.ru;gsvm.ru;mmusor.ru;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:148,13,/,НЧ,коммерческий,vyvoz-musora,False
порубочные остатки деревьев это,80,60,60,3,arboristik.ru;stroj-musor.moscow;virubka-dereva.ru,1,not_planned,,,8,/vyivoz-porubochnyih-ostatkov,НЧ,общий,arboristika,False
работа промышленным альпинистом,1374,60,60,2,alpbond.org;liwood.ru,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:13,9,/vacancy,НЧ,общий,,False
как выглядят короеды,1729,60,48,2,arbogarden.ru;liwood.ru,0,not_planned,,,32,/info/articles/sposoby-zashchity-ot-koroeda,НЧ,информационный,,False
омолаживающая обрезка деревьев,450,60,60,3,lesoruby.com;spilservis.ru;virubka-dereva.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:47,23,/services/obrezka-dereviev/omolazhivayushhaya-obrezka,НЧ,коммерческий,arboristika,False
крупногабаритный мусор это,484,59,59,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,12,/blog/krupnogabaritnyj-musor,НЧ,общий,vyvoz-musora,False
вакансии промышленный альпинизм,186,59,3,2,liwood.ru;promtehalp.ru,0,not_planned,,,18,/vacancy,НЧ,общий,,False
спил деревьев уфа,95,59,59,2,arboristik.ru;spilservis.ru,0,not_planned,,,16,/price,НЧ,коммерческий,arboristika,False
обшить сайдингом дом цена за квадратный метр,512,59,21,2,alpbond.org;fasadrf.ru,0,not_planned,,,31,/montazh-sajdinga,НЧ,коммерческий,,False
обшить дом сайдингом цена за квадратный метр,512,59,26,2,alpbond.org;fasadrf.ru,0,not_planned,,,14,/montazh-fasada/saiding,НЧ,коммерческий,,False
что будет если не платить за мусор в частном доме,126,58,41,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,32,/blog/ne-plachu-za-musor,НЧ,общий,vyvoz-musora,False
что относится к отходам 1 и 2 класса опасности перечень,71,58,58,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,18,/blog/klassy-opasnosti-othodov,НЧ,общий,vyvoz-musora,False
размеры пухто,265,58,24,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,27,/vyvoz-musora-puhto,НЧ,общий,,False
вывоз мусорных контейнеров,1484,58,58,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,11,/,НЧ,коммерческий,vyvoz-musora,False
куда выкинуть диван,796,58,56,2,cleaning-moscow.ru;musor.moscow,0,not_planned,,,16,/vyvoz-i-utilizaciya/divana,НЧ,общий,,False
оосиг,182,58,58,2,gsvm.ru;musor.moscow,2,not_planned,,,6,/news/ais-ossig-chto-eto-znachit-i-zachem-sushhestvuet,НЧ,общий,,False
отходы коммунальные твердые класс опасности,1029,58,15,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,11,/blog/klassy-opasnosti-othodov,НЧ,общий,vyvoz-musora,False
бункеровоз зил,281,58,22,2,musor.moscow;stroj-musor.moscow,1,not_planned,,,6,/park-spectehniki/bunkerovoz-zil,НЧ,общий,,False
пп 1013 благоустройство,101,58,27,2,arborist.su;stroj-musor.moscow,0,not_planned,,,20,/upload/iblock/6fc/34ztd3unmie26wfzqympztdkqbm8d8dp.pdf,НЧ,общий,landshaft,False
какие деревья можно пилить без разрешения,212,58,58,2,arbogarden.ru;liwood.ru,0,not_planned,,,35,/info/articles/mozhno-li-vyrubat-derevya-na-sobstvennom-uchastke,НЧ,информационный,arboristika,False
межпанельные швы герметизация в панельном доме,121,58,58,2,alpbond.org;fasadrf.ru,0,not_planned,,,23,/germetizaciya-mezhpanelnyx-shvov,НЧ,общий,,False
покраска металлических конструкций,518,58,58,2,alpbond.org;promalper.ru,1,not_planned,,,4,/pokraska-metallokonstrukcij,НЧ,общий,,False
победа вывоз мусора,203,58,39,2,gsvm.ru;mmusor.ru,0,not_planned,,,22,/,НЧ,коммерческий,vyvoz-musora,False
как мусор перерабатывают,990,57,1,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,24,/stati/zavod-po-pererabotke-musora,НЧ,информационный,vyvoz-musora,False
как называется организация по вывозу мусора,155,57,32,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,23,/stati/operator-po-vyvozu-musora,НЧ,коммерческий,vyvoz-musora,False
график вывоза мусора частный сектор,829,57,57,2,musor.moscow;stroj-musor.moscow,2,not_planned,,,1,/stati/vyvoz-musora-chastnyj-sektor,НЧ,коммерческий,vyvoz-musora,False
контейнер для мусора 8 м3,755,57,48,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,15,/arenda-kontejnera-8-m3,НЧ,общий,vyvoz-musora,False
пухто 27 кубов,368,57,42,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,14,/puhto-dlja-vyvoza-musora,НЧ,общий,,False
контейнер 8 м3 для мусора,755,57,9,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,11,/arenda-kontejnera-8-m3,НЧ,общий,vyvoz-musora,False
уборка снега вручную цена за м2,75,57,57,3,cleaning-moscow.ru;liwood.ru;promalper.ru,1,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:1,3,/services/uborka-territorii/uborka-snega-vruchnuyu,НЧ,коммерческий,uborka-snega,False
как избавиться от короеда в доме,341,57,56,2,arbogarden.ru;liwood.ru,0,not_planned,,,16,/info/articles/sposoby-zashchity-ot-koroeda,НЧ,информационный,,False
ремонт швов в панельных домах,393,57,57,3,fasadrf.ru;promalper.ru;promtehalp.ru,1,not_planned,,,6,/germetizacziya-mezhpanelnyix-shvov.html,НЧ,общий,,False
дробилка для веток аренда,434,57,56,5,arbogarden.ru;arboristik.ru;drovosek-mo.ru;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,8,/vidy-rabot/arenda-izmelchitelya-vetok,НЧ,общий,arboristika,False
расценка в смете валка деревьев,153,57,0,4,arbogarden.ru;arboristik.ru;drovosek-mo.ru;udalenie-dereviev.moscow,1,not_planned,,,9,/Smeta-na-vyrybky.pdf,НЧ,коммерческий,arboristika,False
контейнер 27 кубов для мусора,179,56,43,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,10,/arenda-musornogo-kontejnera-27-m3,НЧ,общий,vyvoz-musora,False
контейнер для мусора 27 кубов,179,56,13,3,mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,10,/containers/27-m3-do-15-tonn,НЧ,общий,vyvoz-musora,False
как платить за мусор в частном доме,694,56,55,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,29,/blog/vyvoz-musora-chastnyj-sektor,НЧ,информационный,vyvoz-musora,False
тбо как расшифровывается,105,56,22,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,11,/blog/chto-takoe-tbo,НЧ,информационный,vyvoz-musora,False
вывоз снега с территории,2472,56,56,2,liwood.ru;musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,11,/vyvoz-snega-s-pogruzkoj,НЧ,коммерческий,vyvoz-musora;uborka-snega,True
вывоз мусора строительного контейнер,1969,56,2,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,12,/kontejner-dlja-musora,НЧ,коммерческий,vyvoz-musora,False
обеспыливание поверхности,1635,56,56,2,alpbond.org;cleaning-moscow.ru,0,not_planned,,,19,/drugie-uslugi/obespylivanie-sten-i-potolka,НЧ,общий,,False
вывоз строительного мусора контейнер,1969,56,44,2,mmusor.ru;stroj-musor.moscow,1,not_planned,,,7,/,НЧ,коммерческий,vyvoz-musora,False
как спилить дерево бензопилой правильно,381,56,11,3,arbogarden.ru;lesoruby.com;liwood.ru,0,not_planned,,,11,/stati/valka-derevev-benzopiloj,НЧ,коммерческий,arboristika,False
можно ли на своем участке срубить дерево,170,56,1,4,arbogarden.ru;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:8,15,/stati/spilit-derevo-na-svoem-uchastke,НЧ,общий,arboristika,False
вырубка деревьев на собственном участке,294,56,56,3,arbogarden.ru;liwood.ru;udalenie-dereviev.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:15,17,/stati/spilit-derevo-na-svoem-uchastke,НЧ,общий,arboristika,False
санитарная обрезка,3392,56,55,3,arborist.su;arboristik.ru;liwood.ru,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:39,5,/services/obrezka-derevev/sanitarnaya-obrezka-derevev,НЧ,коммерческий,,False
как правильно спилить дерево бензопилой,381,56,43,3,arbogarden.ru;lesoruby.com;liwood.ru,0,not_planned,,,15,/stati/valka-derevev-benzopiloj,НЧ,коммерческий,arboristika,False
можно ли срубить дерево на своем участке,170,56,53,3,arbogarden.ru;liwood.ru;udalenie-dereviev.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:8,23,/stati/spilit-derevo-na-svoem-uchastke,НЧ,общий,arboristika,False
